"Track No.","Track Name",Artists,Genres,Popularity,Valence,Danceability,Energy,Liveness,Instrumentalness,Loudness,Speechiness,Acousticness,Tempo,Duration_ms
37,"Angels (feat. Saba)","Chance the Rapper/Saba","conscious hip hop/hip hop/pop/pop rap/rap",67,0.678,0.771,0.647,0.37,0,5.127,0.376,0.294,155.914,206240
38,"Dancing in the Rain (feat. Donnie Trumpet, Brandon Fox & Shay Lewis)","Taylor Bennett/Donnie Trumpet/Brandon Fox/Shay Lewis","drill/lgbtq+ hip hop/underground hip hop",48,0.212,0.302,0.475,0.322,2.07E-5,11.729,0.156,0.817,83.897,236936
39,"Next Lifetime","Erykah Badu","funk/hip hop/hip pop/indie r&b/neo soul/r&b/soul/urban contemporary",58,0.341,0.64,0.427,0.0952,0.00108,11.867,0.0619,0.147,130.006,386612
40,Clearing,Grouper,"alternative rock/ambient/art pop/art rock/chamber pop/chamber psych/chillwave/compositional ambient/dream pop/drone/electra/experimental/experimental pop/experimental rock/folk-pop/fourth world/freak folk/indie rock/indietronica/lo-fi/neo-psychedelic/new weird america/noise pop/noise rock/nu gaze/post-rock/preverb/shoegaze/slow core/warm drone",49,0.136,0.23,0.0432,0.105,0.932,23.066,0.042,0.991,89.582,281680
41,"GLOWED UP","KAYTRANADA/Anderson .Paak","escape room/hip hop/indie r&b/lgbtq+ hip hop/rap",43,0.4,0.693,0.617,0.151,0.00314,10.107,0.306,0.0339,135.281,298040
42,Tombouctou,"Inna MODJA",---,28,0.576,0.852,0.458,0.146,0.000253,9.267,0.256,0.265,105.003,199649
43,"On Your Way Down - Remastered Version","Allen Toussaint","funk/louisiana blues/new orleans blues/soul/southern soul",30,0.661,0.778,0.524,0.0965,0.233,11.441,0.064,0.467,118.756,240867
44,"Midnight Blue - Remastered","Kenny Burrell","bebop/contemporary post-bop/cool jazz/hard bop/jazz/jazz funk/jazz fusion/jazz guitar/soul jazz",46,0.56,0.652,0.356,0.132,0.000103,13.733,0.0419,0.546,148.822,242347
45,"In the Same Room","Julia Holter","art pop/art rock/chamber pop/chamber psych/chillwave/dream pop/electra/escape room/experimental/experimental pop/folk-pop/fourth world/freak folk/garage psych/indie pop/indie rock/la indie/lo-fi/neo-psychedelic/new weird america/noise pop/preverb/slow core",7,0.109,0.297,0.331,0.0921,0.143,10.258,0.0278,0.469,109.188,238307
46,"A Ring On Every Finger",Liars,"brooklyn indie/chamber psych/dance-punk/experimental/experimental rock/freak folk/garage psych/grave wave/lo-fi/neo-psychedelic/noise pop/noise rock/nu gaze/post-hardcore/post-punk/post-rock",16,0.423,0.67,0.693,0.445,0.00266,10.258,0.0601,0.0121,109.974,198160
47,"Bangs & Works","DJ Trouble",footwork,9,0.36,0.321,0.867,0.467,0.00332,7.895,0.0743,8.77E-5,159.79,180453
48,Healer,"Mick Jenkins/Jean Deaux","conscious hip hop/drill/escape room/hip hop/indie r&b/rap/underground hip hop",50,0.0887,0.536,0.406,0.113,0,11.596,0.129,0.371,119.923,255067
49,Gone,Snakehips/Syd,"dance pop/edm/electropop/indie poptimism/indie r&b/pop/post-teen pop/tropical house",42,0.381,0.564,0.602,0.138,0,6.422,0.0591,0.0958,137.883,238227
50,"Scala - Original",Agoria,"microhouse/minimal techno/tech house",53,0.303,0.722,0.619,0.183,0.499,8.533,0.0397,0.000174,124.004,502002
51,"Chicago - Live Version","Henrik Schwarz/Dixon/Âme","microhouse/minimal tech house",22,0.144,0.494,0.692,0.108,0.609,9.252,0.041,0.00279,123.948,548000
52,"Bell Bottom Blues - 40th Anniversary Version / 2010 Remastered","Derek & The Dominos","album rock/art rock/blues/blues-rock/british blues/classic rock/electric blues/folk rock/hard rock/mellow gold/psychedelic rock/rock/roots rock/soft rock/southern rock",54,0.668,0.413,0.693,0.166,0.0553,5.936,0.0351,0.601,133.137,301720
53,"I'd Like To","Corinne Bailey Rae","folk-pop/indie r&b/neo mellow/neo soul/r&b/soul",41,0.54,0.631,0.731,0.116,0,8.294,0.168,0.172,85.52,248667
54,"Snake Bite",Eliminate,"brostep/electro house/electronic trap/filthstep/moombahton/zapstep",20,0.721,0.683,0.998,0.126,0.00989,1.656,0.0996,0.0995,150.009,184087
55,Souvenir,"Milo/Hemlock Ernst","alternative hip hop/escape room",49,0.824,0.644,0.489,0.123,0,8.399,0.418,0.718,75.683,225336
56,"Wanna Tell You",Village,"neurostep/vapor twitch",17,0.26,0.704,0.842,0.117,0.909,7.176,0.0582,0.323,134.999,312924
57,"Make Her Say (Beat It Up)",Estelle,"neo soul/r&b/urban contemporary",23,0.329,0.793,0.464,0.119,0.479,9.077,0.107,9.49E-5,99.966,158411
58,"Wasting Time","Kids These Days",---,42,0.141,0.543,0.453,0.111,0.000131,10.894,0.132,0.472,81.689,318814
59,"Full Circle",EASYFUN,"escape room/metropopolis",24,0.471,0.718,0.66,0.0742,0.00717,5.393,0.0369,0.0111,143.002,259040
60,Helpless,Sugar,"alternative pop/alternative rock/dream pop/gbvfi/jangle pop/lo-fi/power pop",27,0.188,0.413,0.98,0.367,0.000297,4.397,0.0613,0.00215,124.661,185653
61,"La Sirena",Banyan,"contemporary jazz",36,0.608,0.641,0.494,0.0719,0.84,9.663,0.127,0.048,161.627,190307
62,Jack-Ass,Beck,"alternative rock/anti-folk/garage rock/indie rock/modern rock/permanent wave/pop rock/rock",37,0.853,0.706,0.528,0.0573,0,7.017,0.0288,0.179,106.672,240933
63,"Fantastic Voyage - Extended",Lakeside,"classic soul/disco/electro/funk/motown/post-disco/quiet storm/soul/urban contemporary",40,0.962,0.817,0.724,0.129,1.55E-6,9.003,0.0769,0.0655,114.719,369800
64,"Anxious in Venice",Superhumanoids,"indie psych-rock/metropopolis/shimmer pop",26,0.155,0.508,0.645,0.0897,0.481,7.341,0.0546,0.0163,122.005,248040
65,"Love Without Sound","White Noise",experimental/zolo,24,0.166,0.536,0.496,0.249,0.242,9.747,0.0608,0.303,84.682,186987
66,Dream,"Alice Smith","neo soul",32,0.45,0.625,0.543,0.0716,0,5.863,0.0456,0.0478,133.692,268640
67,"Right Down The Line","Gerry Rafferty","album rock/art rock/classic rock/folk/folk rock/mellow gold/soft rock",65,0.77,0.783,0.322,0.114,0.00243,15.091,0.0343,0.213,128.226,267773
68,"Love the One You're With","The Isley Brothers","classic soul/disco/funk/motown/quiet storm/soul/southern soul",37,0.714,0.755,0.861,0.143,1.42E-5,6.317,0.034,0.235,94.911,218933
69,"Walk This World","Heather Nova","folk-pop/lilith/new wave pop/pop rock",30,0.48,0.467,0.584,0.103,2.16E-5,12.14,0.0326,0.0169,172.157,229107
70,"Between The Bars","Madeleine Peyroux","adult standards/christmas/lounge/soul/vocal jazz",44,0.095,0.459,0.257,0.112,0.0256,12.295,0.0279,0.903,104.805,221973
71,"Dry The Rain","The Beta Band","alternative rock/britpop/chamber psych/indie rock/lo-fi/neo-psychedelic/scottish indie",24,0.753,0.593,0.626,0.218,0.166,11.287,0.0317,0.0931,150.483,366827
72,"South Side Strut","Jerry Garcia/Howard Wales","blues-rock/country rock/folk rock/jam band/mellow gold/psychedelic rock/rock/roots rock/southern rock/traditional folk",33,0.699,0.385,0.784,0.167,0.878,9.471,0.0481,0.0765,110.835,344398
73,"Richard Ramirez Died Today Of Natural Causes","Sun Kil Moon","alternative country/alternative rock/art pop/chamber pop/dream pop/folk-pop/freak folk/indie folk/indie pop/indie rock/lo-fi/modern rock/new weird america/post-rock/slow core/stomp and holler",14,0.557,0.657,0.495,0.185,0.00701,7.499,0.0585,0.797,80.978,335307
74,May-December,"Mos Def","alternative hip hop/conscious hip hop/east coast hip hop/gangster rap/hardcore hip hop/hip hop/pop rap/rap/southern hip hop",40,0.613,0.825,0.679,0.0468,0.838,7.408,0.05,0.0164,91.674,209067
75,"Hymne A La Joie (Extrait De La 9e Symphonie - Beethoven)","The Red Army Choir","russian folk",25,0.237,0.336,0.674,0.243,0.00997,8.46,0.0432,0.886,65.633,207213
76,"Beautiful Girls","David Carbonara",---,17,0.152,0.163,0.208,0.0841,0.969,13.837,0.0338,0.908,76.409,138067
77,"Should've Been, Could've Been",Moloko,"alternative dance/big beat/electronic/electropop/trip hop",23,0.204,0.772,0.331,0.0735,0.731,10.357,0.029,0.0503,84.98,337827
78,"Somebody to Love","Jefferson Airplane","album rock/art rock/blues-rock/classic rock/folk rock/psychedelic rock/rock/roots rock",67,0.654,0.504,0.578,0.321,0,9.302,0.031,0.408,132.411,174840
79,Optimism,"Vijay Iyer Trio","avant-garde jazz/contemporary jazz/contemporary post-bop/jazz trio",13,0.178,0.406,0.332,0.128,0.92,14.827,0.0361,0.484,90.592,443467
80,"Miss You","The Concretes","swedish indie pop/twee pop",43,0.143,0.466,0.431,0.0894,0.58,9.539,0.0258,0.603,96.706,230907
81,"Dark Star",POLIÇA,"art pop/chillwave/electropop/indie r&b/indietronica/metropopolis/shimmer pop",11,0.706,0.771,0.738,0.0984,0.392,6.713,0.0371,0.0578,109.994,300507
82,"World of Our Own",Westlife,"boy band/dance pop/europop",63,0.923,0.707,0.761,0.0627,0,4.635,0.0341,0.0163,97.003,211413
83,"Rich Girl","Daryl Hall & John Oates","album rock/folk rock/mellow gold/rock/soft rock",66,0.817,0.573,0.683,0.0935,0,6.644,0.176,0.461,169.519,142787
84,"Eden's Island","Eden Ahbez","exotica/lounge/outsider/space age pop",27,0.669,0.554,0.353,0.078,0.00312,15.68,0.0247,0.891,98.063,132387
85,You,"Delta 5","dance rock/dance-punk/experimental rock/no wave/post-punk/uk post-punk",27,0.578,0.814,0.718,0.0259,0.000102,5.969,0.172,0.00913,149.636,231013
86,"Gold - Flume Re-Work","Chet Faker/Flume","australian alternative rock/downtempo",45,0.097,0.333,0.429,0.177,0,6.913,0.0377,0.374,139.807,267232
87,"Didn't I",Darondo,"afrobeat/classic soul/deep funk/funk/soul/southern soul",54,0.644,0.377,0.387,0.108,0.427,11.688,0.029,0.89,149.126,209187
88,Vacuform,Datassette,---,4,0.737,0.788,0.837,0.363,0.233,9.5,0.067,0.347,100.627,250828
89,"The Difference It Makes - Original Mix","The MFA",---,24,0.139,0.679,0.453,0.111,0.796,13.156,0.0314,5.48E-5,125.976,426640
90,Bowsprit,Balmorhea,"bow pop/compositional ambient/focus/melancholia/neoclassical/post-rock",48,0.168,0.334,0.183,0.0847,0.64,11.197,0.0369,0.416,91.668,317293
91,"Leave A Trace - Four Tet Remix","CHVRCHES/Four Tet","electropop/indietronica/metropopolis/modern rock/neo-synthpop/shimmer pop",36,0.138,0.731,0.683,0.104,0.604,10.366,0.0405,0.0587,120.025,409646
92,"One Way","Branford Marsalis/Joey Calderazzo","bebop/contemporary post-bop/hard bop/jazz/jazz saxophone/new orleans jazz",9,0.388,0.66,0.271,0.128,0.874,10.626,0.0488,0.984,132.455,433787
93,Aviator,Photek,"acid house/bass music/drum and bass/drumfunk/electronic/intelligent dance music/jungle/liquid funk/trip hop",28,0.535,0.786,0.564,0.0737,0.869,7.748,0.0464,0.202,109.992,395803
94,"20 Minutes","Carbon Based Lifeforms","ambient/downtempo/psychedelic trance/psychill",25,0.0747,0.223,0.178,0.111,0.967,20.836,0.0464,0.92,136.29,460344
95,"Written on the Sky","Max Richter","compositional ambient/focus/sleep/soundtrack",52,0.189,0.373,0.117,0.111,0.909,25.222,0.0511,0.992,125.288,99867
96,Sexfaldur,amiina,"bow pop/compositional ambient/icelandic indie/post-rock",29,0.0767,0.386,0.124,0.0762,0.893,16.775,0.0343,0.994,78,287387
97,"Red Guitar - Remastered 2003","David Sylvian","art pop/art rock/chamber pop/experimental rock/fourth world/melancholia/new romantic/new wave/uk post-punk",32,0.56,0.678,0.567,0.0869,0.0149,8.962,0.0496,0.755,93.913,311773
98,Peaks,Dictaphone,"ambient/compositional ambient/dark jazz/electronica/fourth world/glitch/microhouse/warm drone",23,0.185,0.323,0.309,0.405,0.84,13.985,0.0304,0.327,65.686,321840
99,"It´s Not The Worst I´ve Looked - Lali Puna Remix","Two Lone Swordsmen/Lali Puna","acid house/detroit techno/drill and bass/electro/electronic/intelligent dance music",30,0.784,0.75,0.483,0.091,0.877,10.628,0.065,0.349,90.294,264147
